wdid,icrsra,icrsdec,spectype,teff,logg,Dpc
Gaia DR2 3125438187952158464,06 21 38.10,04 08 26.71,CND,,,61.10
Gaia DR2 3125497836452463104,06 22 36.79,04 45 11.10,DA,6142.0,8.344,80.77
Gaia DR2 3125565731297020288,06 45 50.77,00 46 24.93,DA,4217.0,7.559,77.22
Gaia DR2 312589747027492736,01 00 24.59,31 03 05.96,DA,5342.0,8.202,79.59
Gaia DR2 3126316040609035008,06 53 27.93,02 39 47.08,DA,6454.0,7.786,51.47
Gaia DR2 3126624316184360576,06 39 17.26,01 13 29.94,DA,10956.0,7.989,73.90
Gaia DR2 3126800650357306112,06 43 52.41,02 09 16.22,DC,6977.0,8.231,71.22
Gaia DR2 3127156174867632640,06 39 42.39,03 11 55.28,DC:,7035.0,8.292,61.87
Gaia DR2 3127372057105895296,06 49 47.73,03 28 01.86,DA:,4639.0,7.787,58.71
Gaia DR2 3127932155201827072,07 00 11.54,03 28 29.56,DA,5384.0,7.289,58.36
Gaia DR2 3128834506352463104,07 00 51.64,05 30 49.90,DC,8520.0,8.006,62.01
Gaia DR2 3129586606667254016,06 59 01.19,05 35 15.55,DA,5170.0,7.957,95.27
Gaia DR2 3129655296079487872,06 57 29.29,05 50 47.42,DC,6010.0,8.189,39.00
Gaia DR2 3130018336777730432,06 34 16.01,02 44 47.65,DC,,,50.44
Gaia DR2 3130054624958706432,06 34 25.76,02 52 03.12,DC:,8399.0,8.367,69.39
Gaia DR2 3130431688724650240,06 33 36.68,03 47 21.27,DA,5868.0,8.314,75.75
Gaia DR2 3131070367541545984,06 39 04.31,05 25 55.33,DZ:,4645.0,7.789,77.08
Gaia DR2 3131186327364237568,06 28 18.11,04 11 24.62,DA,7084.0,8.144,87.08
Gaia DR2 3131460243199483136,06 27 36.81,04 49 58.44,DA,10956.0,7.95,93.77
Gaia DR2 3131476156051396224,06 26 32.27,04 57 35.51,DA:,7208.0,8.343,88.42
Gaia DR2 31315774786501120,03 07 04.79,15 29 31.89,DA,6231.0,8.123,76.32
Gaia DR2 313302818972980736,01 04 05.13,31 02 06.12,DA,7373.0,8.318,68.72
Gaia DR2 3133329172446540928,06 48 50.70,07 44 45.85,DC:,5935.0,7.986,68.24
Gaia DR2 3133609925871764352,06 40 10.70,07 08 14.48,DA,5985.0,8.118,93.54
Gaia DR2 3133718055965067776,06 37 34.76,07 14 48.60,DA,8291.0,8.483,90.90
Gaia DR2 3133840376635630720,06 41 03.19,07 38 38.45,DA,6032.0,7.028,99.10
Gaia DR2 3135202916353234176,07 35 56.44,02 13 38.98,,,,96.54
Gaia DR2 313521312549882496,01 06 07.52,32 15 27.43,DC,9421.0,8.016,87.73
Gaia DR2 3135302937555720192,07 35 48.22,02 24 23.56,DA,20437.0,7.831,80.65
Gaia DR2 3135394712419214080,07 35 06.63,02 19 13.84,DA,6182.0,8.101,81.93
Gaia DR2 3136036582392222080,07 21 08.11,02 36 37.54,CND,,,92.67
Gaia DR2 3137015220758936704,07 45 20.77,03 53 24.05,DA,9242.0,8.131,78.00
Gaia DR2 3138196130605013632,07 32 32.85,04 37 33.93,,,,94.10
Gaia DR2 3138391873736320512,07 35 02.17,05 27 16.64,DA:,5660.0,8.079,95.91
Gaia DR2 3138984682302032512,07 41 53.19,06 51 25.52,DC,7717.0,8.572,46.19
Gaia DR2 3139385763529290368,07 14 05.46,03 40 08.44,DC:,4947.0,7.945,52.05
Gaia DR2 3139502934532070400,07 17 07.54,03 57 18.84,DA,4508.0,7.748,84.75
Gaia DR2 3139633462883694976,07 25 48.64,04 11 34.16,DA,12022.0,8.53,87.91
Gaia DR2 313967881773971840,01 09 41.02,33 00 11.50,DA,6028.0,8.19,89.11
Gaia DR2 3139752862973762304,07 28 26.40,04 37 25.46,CND,,,83.51
Gaia DR2 313996228559363840,01 13 50.78,33 07 41.15,DA,5886.0,7.938,84.77
Gaia DR2 3140422023177562240,07 09 51.08,04 19 38.02,CND,,,91.99
Gaia DR2 3140771423057652224,07 17 54.59,05 15 30.98,DZ,4982.0,8.15,77.92
Gaia DR2 3141309668358730752,07 31 54.68,05 21 03.82,DA,7222.0,8.313,60.69
Gaia DR2 3141692405781219712,07 30 53.29,06 11 43.22,,,,87.81
Gaia DR2 3141847883598342784,07 34 55.42,06 17 47.43,DA,8950.0,8.263,77.00
Gaia DR2 3142073489640247680,07 38 39.17,07 19 36.51,DA,13135.0,8.041,70.86
Gaia DR2 3142633171122444416,07 27 15.97,07 13 51.69,DA,7047.0,8.332,68.90
Gaia DR2 3143418840898448640,07 32 36.21,08 59 05.97,DA,6769.0,7.955,77.66
Gaia DR2 3143927674263664768,07 49 37.46,06 22 31.94,DZ:,4741.0,7.884,96.20
Gaia DR2 3144716749954802560,07 45 21.12,06 30 56.21,,,,77.22
Gaia DR2 3145382126287048832,07 56 22.68,08 12 40.47,DC,10542.0,8.095,70.54
Gaia DR2 3145558765403949184,07 47 47.81,08 12 44.19,DA,4758.0,7.829,89.76
Gaia DR2 314637484355364224,00 59 40.08,33 24 08.95,DA,5382.0,7.909,87.34
Gaia DR2 3146523896095375744,08 13 17.38,09 35 08.15,DA,5976.0,7.986,82.11
Gaia DR2 3148085511845416960,07 42 29.78,08 00 11.99,DA,5800.0,7.28,94.66
Gaia DR2 3148375851633237760,07 36 58.67,08 18 22.41,DA,6289.0,8.173,82.71
Gaia DR2 3148462541253976960,07 40 32.33,08 41 34.24,DC:,4432.0,7.941,56.46
Gaia DR2 3148464602838383360,07 40 32.26,08 48 32.03,DA,5675.0,8.147,75.09
Gaia DR2 3149272537726191872,07 35 09.12,09 22 08.21,DA,8087.0,8.458,63.00
Gaia DR2 3149350263748762752,07 39 18.77,09 45 06.46,,,,33.20
Gaia DR2 3149491963312162176,07 34 06.76,09 46 43.64,DC,7041.0,8.241,81.29
Gaia DR2 3150099301752709504,07 38 43.01,11 01 51.19,DC,6369.0,8.233,75.89
Gaia DR2 3150629472513244416,07 49 01.68,10 43 39.73,,,,64.59
Gaia DR2 3150770626615542784,07 51 41.46,11 20 29.03,DA,11788.0,7.928,90.68
Gaia DR2 3150999526895425280,08 00 47.36,11 48 06.18,DZ:,4924.0,7.869,87.69
Gaia DR2 3151443115414582016,07 48 42.45,11 25 02.93,DCP,8983.0,8.317,46.68
Gaia DR2 3152802902063152896,07 04 45.95,05 28 18.87,DQ,7185.0,8.237,80.94
Gaia DR2 3153319809965626240,07 13 55.75,07 17 29.03,DA,7994.0,8.017,64.83
Gaia DR2 3153815346114878592,07 04 56.86,06 59 37.48,DA,11205.0,8.007,88.00
Gaia DR2 3156013544735267840,07 13 48.69,09 14 47.09,DA:,4616.0,8.042,44.20
Gaia DR2 3156502479513105408,07 20 06.35,10 05 09.32,DA,8467.0,8.132,91.63
Gaia DR2 315687277442204672,01 31 05.74,31 47 53.59,DA,7766.0,7.99,83.42
Gaia DR2 3156974449176326528,07 17 02.74,11 25 38.67,DA,4740.0,7.812,29.65
Gaia DR2 3157434216833469056,06 52 24.97,08 43 53.68,,,,97.07
Gaia DR2 3157870585513210240,06 59 32.78,09 07 08.32,DA,6437.0,8.098,94.73
Gaia DR2 315800325276303872,01 29 54.90,32 27 38.24,DA,15136.0,7.894,86.36
Gaia DR2 3158401129936880128,06 52 55.63,09 43 50.90,,,,86.93
Gaia DR2 3159503699580678400,07 09 37.17,10 55 52.18,DA,5535.0,8.183,62.18
Gaia DR2 3159753258655842432,07 08 38.59,11 25 13.82,DA,8013.0,7.876,53.09
Gaia DR2 3160725398734897280,07 00 17.59,11 55 29.06,,,,95.09
Gaia DR2 3160815489969826944,06 59 10.88,12 25 24.64,DA:,4981.0,7.899,36.98
Gaia DR2 3161618477052648192,07 27 58.90,10 11 56.08,DC,7750.0,8.345,58.81
Gaia DR2 3161621736934071424,07 27 59.66,10 14 59.67,DZ,7541.0,8.211,62.31
Gaia DR2 3161864900801564288,07 28 01.64,10 48 58.14,DA,6189.0,8.326,78.58
Gaia DR2 3162424934475186560,07 33 46.10,11 57 10.14,DB,10768.0,8.579,96.25
Gaia DR2 3162524027958041728,07 36 46.35,12 19 53.31,DA:,7733.0,8.583,96.96
Gaia DR2 3162660092524379392,07 24 34.79,11 01 42.02,DA,7521.0,8.104,92.87
Gaia DR2 3162690088573562368,07 25 46.06,11 13 43.31,CND,,,99.51
Gaia DR2 316274416650957952,01 37 06.04,33 18 18.81,DC:,4742.0,8.088,51.49
Gaia DR2 3162817558907460224,07 25 59.58,11 45 47.83,DC:,8682.0,8.274,76.69
Gaia DR2 3164518640833807872,07 51 12.74,14 16 01.54,DC,5872.0,7.987,74.76
Gaia DR2 3165237107260436352,07 34 55.26,14 31 37.17,DA:,5163.0,8.046,75.30
Gaia DR2 3165237137324411264,07 34 56.37,14 31 59.27,DA:,6615.0,8.201,74.90
Gaia DR2 3165713981772896000,07 44 02.85,15 44 41.84,DAH:,5270.0,7.984,78.47
Gaia DR2 3165908389171910016,07 40 47.04,15 58 14.39,DA,5878.0,8.294,89.48
Gaia DR2 3167640566662056960,07 14 23.03,15 07 57.19,DZA,5561.0,8.001,93.94
Gaia DR2 3169486960220617088,07 23 00.20,16 17 04.83,DA,11734.0,8.321,37.18
Gaia DR2 3169614331770315392,07 28 42.69,17 07 52.05,DA,11303.0,7.987,86.23
Gaia DR2 3169750220239436032,07 22 10.50,17 00 56.12,DA,5030.0,7.96,88.06
Gaia DR2 3169911264333141632,07 23 41.52,17 30 51.82,DC:,8092.0,8.42,93.07
Gaia DR2 3170947523978412928,04 26 29.01,-17 44 33.88,DA,8894.0,8.43,73.10
Gaia DR2 3171573077374529408,04 36 33.95,-16 23 44.39,DA,8762.0,7.972,92.92
Gaia DR2 317317170285551104,01 25 02.07,34 16 02.99,DA,5595.0,7.974,66.28
Gaia DR2 317446015009891328,01 29 28.82,34 59 39.13,DC,5760.0,8.109,92.03
Gaia DR2 3174573640310760448,04 39 54.32,-13 43 52.95,DA,8153.0,8.387,86.16
Gaia DR2 3174724312058196992,04 44 31.06,-13 04 27.62,DC:,,,79.28
Gaia DR2 3174983311470725120,04 40 41.44,-12 35 13.81,DA,6569.0,8.273,93.98
Gaia DR2 3175012418464287232,04 42 07.57,-12 22 59.31,DA:,4709.0,7.872,82.76
Gaia DR2 3175416381613488768,04 14 31.70,-15 40 02.14,DA,8448.0,7.961,95.70
Gaia DR2 3175748124887027328,04 27 12.13,-14 54 30.18,DA,6219.0,8.158,79.62
Gaia DR2 3175757814333320320,04 28 08.36,-14 41 25.82,DA,7687.0,7.873,91.35
Gaia DR2 3176287160462993536,04 12 19.57,-14 53 54.56,DA:,5445.0,8.218,98.29
Gaia DR2 3176664640844839424,04 11 51.49,-13 53 59.16,DZ,8469.0,8.399,87.62
Gaia DR2 3176702982016268928,04 14 24.50,-13 34 27.60,DC,7682.0,8.349,96.10
Gaia DR2 3176715871214721408,04 12 19.40,-13 31 33.98,DC,5372.0,8.166,59.64
Gaia DR2 3177012185302033792,04 16 13.97,-13 40 54.12,DA:,5234.0,8.485,64.01
Gaia DR2 3177396224097844096,04 29 52.25,-13 48 20.81,,,,45.89
Gaia DR2 3177531704546560512,04 30 55.98,-13 08 32.85,DC:,5711.0,8.343,88.58
Gaia DR2 3177761094456310656,04 31 56.16,-12 37 53.49,DA,8555.0,8.47,57.06
Gaia DR2 3177914510686683776,04 37 04.02,-12 34 17.33,DA,4937.0,7.898,83.48
Gaia DR2 3178998560433751552,04 29 34.13,-11 45 06.64,DA,14512.0,8.008,66.75
Gaia DR2 3179926303432432896,04 48 23.11,-13 04 09.50,DC:,4880.0,7.881,74.37
Gaia DR2 31802725293393152,02 51 16.08,13 40 59.25,DA,4306.0,7.682,75.03
Gaia DR2 3180577660993161728,05 00 27.39,-11 21 33.26,DC,7534.0,8.768,82.99
Gaia DR2 318066311366852736,01 41 20.91,35 37 16.48,DA,6884.0,8.015,59.12
Gaia DR2 3181349552516238336,04 52 59.57,-11 07 30.14,DA:,5930.0,8.293,91.30
Gaia DR2 3181351206078888832,04 53 10.98,-11 05 27.34,DA,5725.0,7.98,62.25
Gaia DR2 3181486888389634688,04 55 50.35,-10 32 35.72,CND,,,87.48
Gaia DR2 3181498265759130496,04 54 49.66,-10 28 26.51,DA,8484.0,7.998,90.91
Gaia DR2 3181589319065856384,04 48 32.06,-10 53 50.09,DA,11993.0,8.53,54.96
Gaia DR2 3182583449377109632,05 11 37.25,-09 31 18.72,DA,8063.0,8.058,78.19
Gaia DR2 3182807131272593280,05 09 48.90,-09 09 36.98,DA:,4659.0,7.869,85.74
Gaia DR2 3183069708393525248,05 01 30.67,-09 59 10.73,DA,17191.0,7.915,91.76
Gaia DR2 3183166667278838656,05 00 51.80,-09 30 57.04,DA4.2,,,71.26
Gaia DR2 3183179552181105152,05 01 26.64,-09 16 26.86,DA,9992.0,7.924,90.95
Gaia DR2 3183409968586482304,04 59 42.70,-08 47 41.12,DA,7404.0,8.326,83.66
Gaia DR2 3183689141461379968,05 07 41.01,-08 15 28.37,CND,,,95.97
Gaia DR2 3183866678229288320,04 59 09.82,-08 10 52.08,DA,5567.0,7.956,87.40
Gaia DR2 3183932855084713984,05 04 04.34,-07 59 52.96,DA:,4927.0,7.994,71.66
Gaia DR2 3184260681348320000,04 42 24.73,-10 59 20.51,DC:,6825.0,8.228,97.39
Gaia DR2 3184608337477329024,04 46 56.86,-10 45 07.37,DA,9482.0,7.906,97.47
Gaia DR2 3185502476652620032,04 34 39.64,-09 34 07.64,DA,5941.0,7.993,86.05
Gaia DR2 3185680219579172992,04 34 40.65,-08 55 00.90,DA:,4881.0,8.039,77.92
Gaia DR2 3186226681154400512,04 39 47.18,-08 02 29.94,DA,5362.0,7.989,78.04
Gaia DR2 3186344118444502400,04 54 47.30,-08 59 56.98,DC:,6119.0,8.27,58.75
Gaia DR2 31865290082107520,02 45 58.26,13 14 37.95,DA,5753.0,8.124,67.90
Gaia DR2 3186716371850274048,04 49 27.72,-07 54 05.91,DC:,4478.0,7.864,55.02
Gaia DR2 3187950092615927552,04 45 33.94,-06 18 29.32,DA,6569.0,8.003,61.09
Gaia DR2 3187955658893497600,04 46 38.68,-06 25 31.21,,,,80.33
Gaia DR2 3188530840914150144,04 53 13.89,-04 57 03.42,DC,8494.0,8.048,70.58
Gaia DR2 31888624639357952,02 45 47.33,13 14 01.26,DA,5244.0,7.911,79.13
Gaia DR2 3189033493821175552,04 08 40.90,-12 35 00.53,DC:,7553.0,8.271,66.78
Gaia DR2 3189047856193585792,04 06 11.49,-12 45 22.05,DA,9051.0,8.373,72.95
Gaia DR2 3190645098694237184,04 04 21.40,-10 30 04.25,DA,5050.0,8.072,97.97
Gaia DR2 3191314048440629376,04 16 55.37,-10 11 20.88,DC,4673.0,7.93,46.52
Gaia DR2 3191498014776578688,04 24 58.63,-09 45 54.06,DA,6184.0,8.032,61.06
Gaia DR2 3191647754516408576,04 22 08.76,-10 02 27.81,DA:,6670.0,8.186,76.08
Gaia DR2 3191821301258883840,04 25 54.31,-09 14 04.33,DA:,4915.0,7.9,95.64
Gaia DR2 3191926927390852608,04 13 24.50,-10 44 09.63,DZ,6613.0,8.414,50.81
Gaia DR2 3193194629937678464,03 59 06.16,-11 18 36.98,DC,6672.0,8.002,55.70
Gaia DR2 319367308500845696,01 44 14.71,37 05 41.53,CND,,,83.74
Gaia DR2 3193685596237439488,04 00 35.98,-10 28 29.86,DA,5085.0,8.018,86.78
Gaia DR2 3194126908422793984,03 59 47.03,-09 03 38.06,DA,6878.0,8.125,81.29
Gaia DR2 3194359489491039744,03 54 22.45,-09 45 45.18,DA:,5536.0,8.266,84.47
Gaia DR2 3195065753913545216,03 54 40.23,-08 27 20.32,DA,5954.0,8.243,96.39
Gaia DR2 3195117435256996864,03 51 19.71,-08 20 30.46,DC:,5295.0,7.795,72.48
Gaia DR2 3195572736147698560,04 09 15.36,-08 05 51.82,DA:,5418.0,8.055,93.49
Gaia DR2 3195883481327214848,04 13 38.77,-08 01 31.58,DA,8980.0,7.943,56.93
Gaia DR2 3195946703245151616,04 12 37.72,-07 52 09.20,DA:,5295.0,7.558,91.72
Gaia DR2 3196090567469896448,04 15 20.18,-07 09 52.92,DC:,4436.0,7.874,47.50
Gaia DR2 3197399501703066752,04 04 00.43,-05 42 02.28,CND,,,99.77
Gaia DR2 3197515087862709888,04 06 17.56,-05 15 05.38,DA,6722.0,8.358,99.80
Gaia DR2 3197947642609218048,04 26 49.23,-08 15 25.87,DA,6128.0,8.135,90.02
Gaia DR2 3198509115093995520,04 32 57.72,-07 02 28.23,DA,6299.0,7.865,96.41
Gaia DR2 3198674080492903552,04 35 32.89,-06 13 02.71,,,,94.98
Gaia DR2 3198761422950108800,04 23 49.68,-07 52 24.32,DA,5024.0,7.718,92.55
Gaia DR2 3198881613315343872,04 27 31.90,-07 08 02.16,DC,6717.0,8.035,39.73
Gaia DR2 3198903874127947136,04 26 57.11,-07 13 29.76,DA,7195.0,8.373,97.04
Gaia DR2 3199430372695297792,04 35 04.91,-06 01 27.49,DA,14501.0,8.089,70.65
Gaia DR2 3200232157189930880,04 41 38.32,-05 51 36.73,DQ,7532.0,7.939,65.80
Gaia DR2 3201134650076709760,04 38 59.14,-04 44 02.32,DA:,4847.0,8.108,73.17
Gaia DR2 3201198451816207104,04 37 35.28,-04 34 27.06,DA:,6464.0,8.166,98.05
Gaia DR2 3201530847924700544,04 40 59.16,-04 14 52.87,DC,4247.0,,96.27
Gaia DR2 3201594074140023936,04 39 55.38,-04 05 52.69,DA,8014.0,7.934,52.63
Gaia DR2 3201917944737614336,04 38 18.30,-03 02 15.13,,,,99.35
Gaia DR2 3202108160249443584,04 20 32.72,-06 35 47.75,DA,5546.0,8.072,95.77
Gaia DR2 3203410359973647360,04 14 58.57,-04 47 21.23,DA,5011.0,7.863,53.56
Gaia DR2 3204003963111227776,04 22 31.85,-03 21 43.44,DA,10384.0,8.442,79.21
Gaia DR2 3204325050568185344,04 30 40.78,-04 28 31.67,DA,4635.0,7.898,58.29
Gaia DR2 3204436719718449280,04 29 44.71,-03 54 23.42,DZ,5527.0,8.039,83.09
Gaia DR2 3204665315057342336,04 26 13.09,-03 47 02.94,DC,5609.0,7.933,62.07
Gaia DR2 3204695555922573952,04 25 28.79,-03 24 24.79,CND,,,90.70
Gaia DR2 3205650069455382400,04 25 40.65,-02 34 48.77,DA,9844.0,8.001,66.71
Gaia DR2 3206373509451054080,04 25 31.01,-01 08 56.14,,,,77.37
Gaia DR2 320850687124903296,01 23 59.95,36 31 32.69,DA,6302.0,8.074,57.81
Gaia DR2 3208758831207224704,05 13 52.32,-05 22 52.34,DA,6438.0,8.018,81.39
Gaia DR2 320903154445635456,01 12 50.38,34 38 46.95,DA,8653.0,7.94,97.47
Gaia DR2 3209150124204756224,05 24 00.39,-06 04 02.07,DC,6270.0,8.096,40.20
Gaia DR2 3209308900555979776,05 24 36.26,-05 35 12.84,DA,17232.0,8.026,35.74
Gaia DR2 3209830064770335360,05 32 00.70,-04 19 04.11,DA,7388.0,8.015,98.32
Gaia DR2 3209958746287926528,05 19 55.68,-05 45 29.10,DA,8874.0,8.03,58.18
Gaia DR2 3210615841922475776,05 26 15.42,-04 00 27.69,DA,6408.0,8.275,98.92
Gaia DR2 3211272417868507264,05 08 04.95,-05 50 15.23,DA,5764.0,8.194,77.18
Gaia DR2 3211549529158062720,05 04 12.25,-05 18 17.15,DA,7135.0,8.167,57.41
Gaia DR2 321178208447019136,01 10 41.47,35 22 42.37,,,,97.47
Gaia DR2 3212159139636340608,05 09 28.65,-04 03 42.83,DA,7833.0,7.888,86.57
Gaia DR2 3213304903767768832,05 03 19.85,-02 39 02.66,DZ:,4767.0,7.827,75.64
Gaia DR2 3213524256337527040,05 19 20.71,-03 25 35.20,DA,9566.0,8.147,95.46
Gaia DR2 3214456431743650048,05 10 15.25,-03 17 25.75,DZ,10199.0,8.249,71.28
Gaia DR2 3214675028399417856,05 10 06.97,-02 24 18.98,DA,7637.0,8.379,84.12
Gaia DR2 3216177304885019008,05 45 19.64,-03 05 04.40,DA:,5146.0,7.845,72.73
Gaia DR2 3217172912659449600,05 32 39.82,-01 49 40.26,DA,5266.0,7.965,72.99
Gaia DR2 321844370759080704,01 16 54.19,37 34 47.29,DA,5134.0,8.084,92.22
Gaia DR2 3219198487955502720,05 46 16.88,00 12 34.41,DC,5009.0,7.816,65.00
Gaia DR2 3219428015303785856,05 43 42.64,00 36 12.44,DA,6539.0,8.003,87.95
Gaia DR2 3219963644972396288,05 49 05.83,01 41 07.83,DA:,5527.0,7.954,65.07
Gaia DR2 3220964376644865024,05 31 33.47,-00 03 13.26,DA,11119.0,7.322,86.73
Gaia DR2 3221073189640737536,05 32 03.01,00 16 24.78,DA,4389.0,7.756,70.62
Gaia DR2 3221458469681100800,05 24 22.94,00 19 03.11,DA:,4900.0,7.988,75.55
Gaia DR2 3221735473597064960,05 20 20.82,00 49 35.68,DA,5500.0,8.126,99.09
Gaia DR2 3221744063532438400,05 21 17.93,00 58 16.62,DA,5072.0,8.113,64.20
Gaia DR2 3222024473357675136,05 29 47.40,01 31 48.92,DA,7281.0,8.297,79.22
Gaia DR2 3222138444609365248,05 20 54.21,01 14 41.19,DAH,6590.0,8.277,83.72
Gaia DR2 3222969370457259648,05 42 24.25,01 44 14.56,DA,9245.0,8.317,60.12
Gaia DR2 3223564476830329728,05 31 57.39,02 00 56.91,DA,5893.0,8.236,41.12
Gaia DR2 3224908977688888064,04 51 32.25,-03 33 07.99,DA,10936.0,8.004,69.46
Gaia DR2 3225459317616903168,04 57 10.97,-02 34 33.85,DC:,4395.0,7.837,45.35
Gaia DR2 3225569371860436096,04 58 02.35,-02 12 58.34,DQ,8800.0,8.301,89.77
Gaia DR2 3225658157424240128,04 55 51.05,-01 44 47.51,DA,8365.0,7.815,98.76
Gaia DR2 3225725979251302272,04 46 03.53,-03 17 21.91,DA,5364.0,7.97,96.48
Gaia DR2 322577813733826176,01 35 42.34,37 26 50.98,DA:,5126.0,7.952,62.88
Gaia DR2 3226053805515578496,04 45 31.76,-02 09 22.26,DA,5702.0,7.992,60.49
Gaia DR2 3226519762223501696,04 55 34.09,-00 58 18.15,DA,20846.0,9.15,93.22
Gaia DR2 3227326352785075072,05 02 03.77,-00 46 13.75,DC,5340.0,7.806,84.00
Gaia DR2 3227446822324601472,05 10 02.84,-00 37 55.16,DA,17985.0,7.953,60.42
Gaia DR2 3228730738371591040,05 05 11.13,00 58 49.53,DZA:,6294.0,8.085,92.50
Gaia DR2 3228948132437015552,05 03 39.84,01 25 18.23,DA,5553.0,7.912,71.78
Gaia DR2 3229045645373457280,05 02 23.50,02 04 15.28,DA,4878.0,7.877,70.65
Gaia DR2 3229458030954057216,04 36 30.29,-01 05 01.81,DA,4853.0,7.827,87.52
Gaia DR2 3229556024930689024,04 41 57.92,-00 42 57.81,DC,5818.0,7.874,71.21
Gaia DR2 3229873238328746112,04 47 44.74,-00 04 50.74,CND,,,91.92
Gaia DR2 3230171064244273024,04 45 15.82,00 50 50.82,DZ,6047.0,8.056,80.05
Gaia DR2 3230786691972804608,04 41 47.46,00 22 42.80,DA:,6397.0,8.325,99.15
Gaia DR2 3231208075508427648,04 42 14.52,01 33 39.38,DA:,5068.0,7.727,78.84
Gaia DR2 3231500000140463360,04 55 23.60,00 55 03.06,DA,6405.0,8.328,56.62
Gaia DR2 3231605067925766144,04 54 37.78,01 36 02.23,DA,5444.0,8.179,97.23
Gaia DR2 3231702860037325824,04 47 48.29,01 06 34.70,DZ,6163.0,8.176,65.14
Gaia DR2 3232422078080992768,04 56 49.45,03 11 52.24,DA,5054.0,8.108,64.00
Gaia DR2 3233757499375410816,05 17 08.77,01 02 23.52,DA:,4939.0,8.094,93.71
Gaia DR2 3234228090352921472,05 19 37.09,01 43 19.90,DC:,7038.0,7.527,70.89
Gaia DR2 3234283134653074816,05 20 48.59,02 15 11.14,DA,6686.0,8.236,69.85
Gaia DR2 3234395078681331840,05 23 17.38,02 27 52.79,DC,8013.0,8.341,87.89
Gaia DR2 3234468574161784448,05 18 55.25,02 10 59.16,CND,,,69.42
Gaia DR2 3234726860609678720,05 10 11.82,01 35 06.51,DA:,5024.0,8.046,71.45
Gaia DR2 3234818257515161856,05 09 41.03,01 53 08.40,DB,17830.0,8.043,64.10
Gaia DR2 3234960571255236096,05 12 32.02,02 32 37.59,DC,7183.0,8.311,95.10
Gaia DR2 3235048639561304960,05 07 36.65,02 24 42.96,,,,86.18
Gaia DR2 3235222289381375872,05 07 18.89,02 55 36.91,DA,4744.0,7.795,89.46
Gaia DR2 323578506753737856,01 23 28.17,39 05 29.35,CND,,,88.63
Gaia DR2 323578506753738240,01 23 27.67,39 05 31.48,CND,,,87.18
Gaia DR2 3235993150111995392,05 30 03.62,03 21 05.05,DA,4926.0,7.925,88.07
Gaia DR2 3236259854698180480,05 26 08.29,03 39 39.88,DA,9745.0,8.424,81.20
Gaia DR2 3236884819682654848,05 33 15.72,05 29 08.79,D:9.7,5183.0,8.031,42.55
Gaia DR2 3237692960730676608,05 29 16.28,05 44 43.05,DA,6303.0,8.45,87.96
Gaia DR2 3238080302355383936,05 26 25.23,06 57 50.34,DA,13524.0,7.977,94.87
Gaia DR2 3238278725548500992,05 08 02.75,03 35 47.19,DA:,4511.0,7.947,66.89
Gaia DR2 3238395381157771904,05 00 00.28,03 22 45.73,DA,7145.0,8.008,77.88
Gaia DR2 3238433859767340288,05 02 39.55,03 42 41.03,DA,4735.0,8.161,65.44
Gaia DR2 3238897406997835648,05 12 15.03,04 48 01.88,DA,4367.0,6.924,98.95
Gaia DR2 3239578520091272320,04 54 59.90,04 47 28.04,DC,9920.0,8.273,68.27
Gaia DR2 3239803099636898944,05 02 55.77,05 10 54.80,DA,4962.0,8.111,83.57
Gaia DR2 3240779397244096128,05 15 44.65,06 23 44.03,DA,8332.0,7.866,82.55
Gaia DR2 3240901820991551744,05 14 51.71,07 05 18.40,DA,10007.0,8.624,75.33
Gaia DR2 3240968238363919360,05 22 08.81,06 45 01.58,DA,4623.0,8.055,88.73
Gaia DR2 3241191056972248064,05 17 48.69,06 45 50.66,DA,6090.0,8.05,94.64
Gaia DR2 3241377183676037120,05 22 34.72,07 52 19.43,DA,15740.0,8.45,63.98
Gaia DR2 3241526030062069120,05 10 09.57,06 38 16.00,DA,7618.0,7.842,59.45
Gaia DR2 3241759195246205056,05 07 39.72,06 52 35.45,DA:,5118.0,7.98,97.06
Gaia DR2 3242117979634210816,05 12 50.45,07 41 51.78,CND,,,70.40
Gaia DR2 3242395606321291136,05 11 12.46,08 25 09.24,DA,10673.0,7.934,95.02
Gaia DR2 3243025592123775104,03 46 13.38,-08 05 49.35,DA:,5032.0,8.27,75.52
Gaia DR2 324340811909560448,02 14 32.23,30 38 22.24,CND,,,90.13
Gaia DR2 3243520063118545408,03 46 36.51,-07 13 07.90,DA,6524.0,8.01,69.96
Gaia DR2 324360843637097728,02 13 15.05,30 51 41.94,DA:,6261.0,7.471,98.30
Gaia DR2 3246152023374303104,03 54 48.98,-04 55 00.20,DC,8912.0,8.012,64.39
Gaia DR2 3246177587019563008,03 54 09.88,-04 37 49.47,DZ,9542.0,8.25,84.52
Gaia DR2 3247469062209123072,03 29 12.98,-05 55 21.46,DA,6664.0,8.069,90.19
Gaia DR2 3247469130928600960,03 29 11.72,-05 55 02.04,DA,5337.0,8.081,86.85
Gaia DR2 3247999993180754048,03 37 22.68,-04 42 06.96,DA,4610.0,7.889,58.28
Gaia DR2 3248429932292652416,03 31 52.74,-04 35 48.87,DC,4493.0,7.103,48.85
Gaia DR2 3249114137765329920,03 32 41.89,-03 37 12.04,DA,5579.0,8.318,53.89
Gaia DR2 3249361703972331904,03 45 05.30,-04 28 58.15,,,,83.86
