wdid,teff,logL,parallax,Dpc,G,BP,RP
Gaia DR2 6492009884433939968,7506.0,,22.39608197,44.65,16.908472,17.02754,16.6843
Gaia DR2 6496838389747390208,7611.0,,12.01459894,83.23,17.907473,18.04948,17.702038
Gaia DR2 6498016585175866240,5115.0,,10.16105801,98.41,19.191961,19.631876,18.6281
Gaia DR2 6499925199923077504,4770.0,,16.14271546,61.95,18.785906,19.384054,18.117476
Gaia DR2 6500795536392823168,5146.0,,20.19375344,49.52,18.066343,18.560774,17.454628
Gaia DR2 6503784558750861952,5145.0,,19.01662787,52.59,18.237057,18.699057,17.612694
Gaia DR2 650400263572196480,5579.0,,11.65077522,85.83,18.984959,19.28663,18.536259
Gaia DR2 650432664805355392,5276.0,,14.35572288,69.66,18.533007,18.85626,18.067547
Gaia DR2 6505318682415051520,4687.0,,26.50783019,37.72,17.865458,18.422375,17.172035
Gaia DR2 6509409037468109056,6469.0,,10.67153292,93.71,18.790762,18.980051,18.452332
Gaia DR2 6517720765554552960,9992.0,,13.16077298,75.98,17.213045,17.244335,17.177113
Gaia DR2 6521129595201774720,5060.0,,17.63818371,56.70,17.493906,17.972002,16.871443
Gaia DR2 6521357503344167808,5242.0,,16.96872231,58.93,17.743559,18.179338,17.135271
Gaia DR2 6521660556236440960,6246.0,,32.36258564,30.90,16.966963,17.210201,16.555466
Gaia DR2 6521875098442800512,4469.0,,32.89926913,30.40,17.563885,18.160393,16.83908
Gaia DR2 6523291441217937664,5157.0,,11.62403418,86.03,19.263645,19.76147,18.675024
Gaia DR2 6531593509921333120,9863.0,,12.74290227,78.48,16.969574,17.004475,16.89143
Gaia DR2 6536866660312339072,9519.0,,13.89137017,71.99,16.77843,16.826506,16.691328
Gaia DR2 6537060895913622272,7676.0,,11.05922282,90.42,18.049969,18.183348,17.83069
Gaia DR2 6540192751706455808,4813.0,,12.95844533,77.17,19.501213,20.066034,18.82275
Gaia DR2 6545605239427317632,6919.0,,20.60328144,48.54,17.25746,17.416382,17.024748
Gaia DR2 6545617505854472192,10081.0,,14.39476414,69.47,16.324759,16.343292,16.295374
Gaia DR2 6549949405574674176,9669.0,,11.62830564,86.00,16.985577,17.011408,16.936033
Gaia DR2 6554977369168846720,4709.0,,28.20725275,35.45,17.77497,18.344429,17.105486
Gaia DR2 6556859565571316224,4539.0,,22.71494159,44.02,18.424856,19.077568,17.739073
Gaia DR2 6558202683449585408,8948.0,,13.84452295,72.23,17.020622,17.075184,16.917597
Gaia DR2 6558267485915935104,6473.0,,10.02883185,99.71,18.700264,18.871334,18.37684
Gaia DR2 65606312642395648,8201.0,,10.89436661,91.79,18.400232,18.512228,18.195717
Gaia DR2 6565782132496068352,4544.0,,19.66792152,50.84,18.680304,19.279503,17.965717
Gaia DR2 6571423073823222272,10017.0,,10.23828927,97.67,17.471716,17.500875,17.423569
Gaia DR2 6573232388926394880,5124.0,,18.43640953,54.24,18.2896,18.79591,17.691643
Gaia DR2 6577824327440492032,7352.0,,11.74668448,85.13,17.96692,18.1208,17.743118
Gaia DR2 6580458035746362496,4521.0,,16.8278566,59.43,18.96913,19.620926,18.29266
Gaia DR2 6585792870460638336,6856.0,,30.89173663,32.37,16.540829,16.733006,16.207914
Gaia DR2 6587197938945728512,6865.0,,12.60538431,79.33,18.32216,18.479002,18.02334
Gaia DR2 6589778840627776000,4481.0,,19.01683342,52.58,18.863447,19.546553,18.184591
Gaia DR2 6590315574102952960,8262.0,,11.18840593,89.38,17.715406,17.81107,17.59603
Gaia DR2 6592165326321289984,5001.0,,19.59403775,51.04,18.464684,18.967453,17.846994
Gaia DR2 6597785480007141248,6942.0,,10.5119782,95.13,18.739944,18.860964,18.464905
Gaia DR2 6598502258508898816,10280.0,,11.30857177,88.43,17.941519,17.978514,17.895891
Gaia DR2 6599733642813014784,4933.0,,20.90527151,47.83,18.244562,18.758577,17.587675
Gaia DR2 6602160368054608512,4832.0,,16.39207617,61.01,18.798397,19.35184,18.192724
Gaia DR2 6605565555568574336,6661.0,,14.90997573,67.07,18.16041,18.408852,17.801262
Gaia DR2 6608429955154149120,8541.0,,11.12869605,89.86,18.097874,18.201487,17.922802
Gaia DR2 6616668496996791040,4724.0,,14.46767366,69.12,19.41886,19.992315,18.756172
Gaia DR2 6623212407953579392,5036.0,,18.59030818,53.79,18.487755,18.860184,17.859829
Gaia DR2 6626118833797222784,6296.0,,14.46372084,69.14,18.09396,18.29959,17.780458
Gaia DR2 6626742115156786176,6843.0,,11.41764211,87.58,18.360603,18.55316,18.090075
Gaia DR2 6629592736490593408,6992.0,,11.47316751,87.16,18.498226,18.656065,18.226875
Gaia DR2 6630432492796254592,8661.0,,16.53503737,60.48,17.05664,17.127274,16.83273
Gaia DR2 6634434818199357056,6732.0,,18.23816822,54.83,17.383423,17.54073,17.092749
Gaia DR2 6638029083052237696,5203.0,,14.35404494,69.67,18.868923,19.384233,18.295765
Gaia DR2 6645059910158550144,5048.0,,19.50241306,51.28,18.311642,18.790537,17.67774
Gaia DR2 6645357023108224256,5103.0,,18.76778831,53.28,18.433638,18.923904,17.823551
Gaia DR2 6646822083697673088,6411.0,,16.31666257,61.29,17.800348,18.002855,17.458088
Gaia DR2 6648332503437022464,4904.0,,16.95427596,58.98,18.907267,19.475706,18.246058
Gaia DR2 6652412314346572160,6711.0,,14.5696161,68.64,18.077625,18.24895,17.812662
Gaia DR2 6660254095701070208,7183.0,,12.18883322,82.04,18.369553,18.493454,18.133856
Gaia DR2 666111739274159360,6345.0,,13.86460896,72.13,18.361443,18.573809,18.015594
Gaia DR2 6664729284121316864,5363.0,,29.09715161,34.37,17.993704,18.362736,17.449532
Gaia DR2 6665692559383431936,6454.0,,12.27065131,81.50,18.512688,18.705652,18.181726
Gaia DR2 6666154968447897472,4884.0,,18.60138491,53.76,18.378859,18.879526,17.73336
Gaia DR2 6666783962114636288,4637.0,,31.64883188,31.60,17.634695,18.189688,16.94066
Gaia DR2 6669727526540586624,6145.0,,15.07612689,66.33,17.195873,17.417799,16.834383
Gaia DR2 6671045050707117568,4324.0,,29.11499887,34.35,17.98614,18.641666,17.241032
Gaia DR2 6677290135019766656,7513.0,,14.8651265,67.27,17.523163,17.66026,17.30499
Gaia DR2 6677443276373008256,4946.0,,23.6051575,42.36,18.062399,18.560291,17.413027
Gaia DR2 6679105566157898880,4879.0,,47.0178776,21.27,17.180204,17.686012,16.536839
Gaia DR2 6680307920776843648,8233.0,,11.39606089,87.75,17.576523,17.65635,17.376013
Gaia DR2 6683255917607897984,4718.0,,19.13975369,52.25,18.715546,19.224958,17.985441
Gaia DR2 6685601549573512448,7638.0,,10.27867536,97.29,17.972347,18.08608,17.768576
Gaia DR2 6692799021406377216,8222.0,,11.04622902,90.53,18.021645,18.124308,17.89282
Gaia DR2 6693843385655313280,9327.0,,12.14864207,82.31,17.531874,17.58191,17.414545
Gaia DR2 670052212851887488,7239.0,,12.22505032,81.80,18.280285,18.473886,17.963015
Gaia DR2 6701834876683074432,6386.0,,19.69720813,50.77,17.320837,17.527882,16.999197
Gaia DR2 6705845452725619072,4856.0,,35.59775341,28.09,17.141115,17.651804,16.493174
Gaia DR2 670842761712806912,7559.0,,10.74675147,93.05,18.48966,18.599798,18.255272
Gaia DR2 6714547606217935488,7466.0,,10.83702135,92.28,18.52839,18.642723,18.322021
Gaia DR2 6716612175523393024,6841.0,,10.28061615,97.27,18.811153,19.038324,18.564682
Gaia DR2 6718079679950008704,4083.0,,35.69327518,28.02,17.594105,18.295471,16.801388
Gaia DR2 6721041562435541120,7387.0,,15.79036444,63.33,17.43143,17.554031,17.146053
Gaia DR2 6724711796652383104,7422.0,,11.60672006,86.16,17.991426,18.125114,17.760077
Gaia DR2 673167507250782976,8644.0,,11.31954701,88.34,17.545841,17.644753,17.4514
Gaia DR2 6744823139928811008,5951.0,,24.4557268,40.89,17.165579,17.408524,16.745102
Gaia DR2 6746887022034698752,,,13.91469582,71.87,18.673605,18.983492,18.259304
Gaia DR2 6754400745200089728,7219.0,,13.97115508,71.58,17.91768,18.092258,17.61526
Gaia DR2 675615677264385536,4030.0,,28.20132685,35.46,18.312412,18.994963,17.516626
Gaia DR2 6757004315721702912,4729.0,,19.61988578,50.97,18.687351,19.27623,18.023857
Gaia DR2 6761847050275609088,5015.0,,23.74810281,42.11,17.738186,18.190556,17.15277
Gaia DR2 6772993688687389568,8746.0,,10.49335413,95.30,18.432041,18.538973,18.255722
Gaia DR2 6776236530729179136,9590.0,,13.95642802,71.65,16.488125,16.520538,16.433393
Gaia DR2 6776475051736452352,5119.0,,20.78379669,48.11,18.447565,18.928316,17.822021
Gaia DR2 6777115963935783296,7284.0,,13.89870058,71.95,17.913774,18.067184,17.67899
Gaia DR2 6781836029919039616,8014.0,,10.41582752,96.01,17.932127,18.048824,17.738497
Gaia DR2 6782329573197560192,5757.0,,14.86946299,67.25,19.008759,19.33443,18.51462
Gaia DR2 6784963796898257152,5972.0,,14.96388395,66.83,17.982206,18.227757,17.610916
Gaia DR2 6789594768076794496,8092.0,,14.4912209,69.01,17.843578,17.974367,17.596354
Gaia DR2 6795498630121106688,4857.0,,20.34220374,49.16,18.45647,18.99497,17.832575
Gaia DR2 6797171060323993728,9934.0,,57.27289689,17.46,13.596937,13.626402,13.528521
Gaia DR2 6798046370361706624,7522.0,,10.40662359,96.09,18.567968,18.759808,18.318336
Gaia DR2 6799271058813651968,8590.0,,15.84273444,63.12,16.691595,16.720846,16.576756
Gaia DR2 6804004142837069952,4739.0,,18.17465241,55.02,18.701084,19.26154,18.031286
Gaia DR2 6805792571514600960,4908.0,,55.61070406,17.98,16.030754,16.515133,15.386088
Gaia DR2 6806502095815204864,6482.0,,16.25181999,61.53,18.077154,18.311329,17.705736
Gaia DR2 6810410790932889088,4981.0,,15.37320022,65.05,18.157507,18.664972,17.523422
Gaia DR2 6812236804868595584,8359.0,,10.33305346,96.78,17.475592,17.592102,17.262785
Gaia DR2 6812482099040659328,,,17.05720544,58.63,18.208054,18.479189,17.78216
Gaia DR2 6814442459553310592,7191.0,,13.22931892,75.59,18.085468,18.224632,17.842337
Gaia DR2 6817081734136889216,6499.0,,10.3085412,97.01,18.789381,19.01377,18.48803
Gaia DR2 682155327614998272,4845.0,,19.53281845,51.20,18.548231,19.105501,17.912157
Gaia DR2 6831371124689940864,10419.0,,10.86323417,92.05,17.10034,17.133228,17.067892
Gaia DR2 6834430034758043904,6742.0,,11.76727421,84.98,18.502619,18.72494,18.151405
Gaia DR2 683959213878018432,5093.0,,10.03209651,99.68,19.585735,19.98366,19.108515
Gaia DR2 684258010458273152,5966.0,,11.18724331,89.39,19.102474,19.35967,18.777256
Gaia DR2 6845706900891884928,7343.0,,11.01952502,90.75,18.651724,18.803003,18.386124
Gaia DR2 6846795314323118464,4444.0,,15.87676827,62.99,18.887953,19.240242,18.316605
Gaia DR2 6849900403879195776,5061.0,,16.57483735,60.33,18.640665,19.113544,18.014318
Gaia DR2 6853523539508720000,5514.0,,28.09286579,35.60,17.338652,17.687466,16.822187
Gaia DR2 6854699604635026944,4564.0,,16.95763945,58.97,18.945793,19.61266,18.247318
Gaia DR2 6856568052847743744,6753.0,,21.07889606,47.44,16.703009,16.920038,16.33651
Gaia DR2 6856761871832433152,5679.0,,22.53406217,44.38,18.280813,18.65459,17.765005
Gaia DR2 6861578626115633280,5051.0,,19.91139122,50.22,18.204916,18.637909,17.57241
Gaia DR2 6861930164895495424,4630.0,,15.86992262,63.01,19.090254,19.682991,18.429314
Gaia DR2 6869499370442679168,5008.0,,17.49513969,57.16,18.502913,18.980167,17.843632
Gaia DR2 6871976608802622464,7996.0,,15.14157213,66.04,17.15615,17.297834,16.914312
Gaia DR2 6874124023727679104,5539.0,,26.01266157,38.44,17.754606,18.114075,17.254766
Gaia DR2 6875432476922523520,4551.0,,26.4214701,37.85,18.336264,18.851004,17.636301
Gaia DR2 6879524790480960896,4765.0,,35.62797474,28.07,17.61543,18.128572,16.945665
Gaia DR2 6879638761736608768,9461.0,,13.11398722,76.25,16.961002,17.007385,16.879555
Gaia DR2 6879784584465884544,9427.0,,11.20851651,89.22,17.201,17.249224,17.120323
Gaia DR2 6884996230921934976,7888.0,,10.62166704,94.15,18.587831,18.797329,18.32919
Gaia DR2 6885892401618484352,5433.0,,11.55394797,86.55,19.13462,19.55731,18.563692
Gaia DR2 688818750329816192,5109.0,,16.18113829,61.80,19.016563,19.397902,18.484472
Gaia DR2 6889098925418204032,10377.0,,10.56234253,94.68,17.226501,17.260311,17.169983
Gaia DR2 6891429026779675520,8562.0,,12.78381041,78.22,17.332338,17.416265,17.204166
Gaia DR2 6897451292484010624,6152.0,,11.40103372,87.71,18.530878,18.748009,18.19554
Gaia DR2 6898453913943607040,6289.0,,10.5405255,94.87,18.971521,19.259172,18.600237
Gaia DR2 6901664140006269952,4357.0,,16.02864089,62.39,19.161432,19.942352,18.476994
Gaia DR2 6901683076517238528,6581.0,,23.3778386,42.78,17.2178,17.460209,16.838438
Gaia DR2 6902940363766396416,8429.0,,10.17742565,98.26,18.315186,18.523464,18.263506
Gaia DR2 6912866381081015552,5257.0,,28.53218478,35.05,17.261772,17.67359,16.706623
Gaia DR2 6913362119090316416,5167.0,,11.15735442,89.63,19.465363,19.85809,18.949636
Gaia DR2 691608584991130752,4934.0,,18.25110263,54.79,18.54017,19.028177,17.886526
Gaia DR2 6916942197670351872,4927.0,,17.90575104,55.85,18.546844,19.055397,17.875504
Gaia DR2 696016634481430912,12189.0,,17.67342577,56.58,15.51472,15.468869,15.343964
Gaia DR2 706092898340402432,4856.0,,11.06378375,90.38,19.610075,20.158318,19.135307
Gaia DR2 710267950150378240,5206.0,,10.14771639,98.54,19.939102,20.44107,19.398659
Gaia DR2 711234420874380800,4920.0,,13.88492931,72.02,19.425789,19.863626,18.847857
Gaia DR2 711612103114782592,6300.0,,10.36346187,96.49,19.006912,19.298283,18.632187
Gaia DR2 712789886226437632,5653.0,,16.23640881,61.59,18.01453,18.327244,17.575445
Gaia DR2 714097617868691328,4639.0,,14.64023663,68.30,19.244333,19.758278,18.565971
Gaia DR2 730264772419060608,5809.0,,11.68039247,85.61,19.134272,19.431698,18.706264
Gaia DR2 733294781652279680,6187.0,,20.69566536,48.32,17.332712,17.553555,16.968382
Gaia DR2 742698702740757632,5496.0,,12.55856364,79.63,19.251053,19.591496,18.795649
Gaia DR2 744878171010647552,5950.0,,10.17698898,98.26,19.052942,19.321003,18.666483
Gaia DR2 749766221750309632,5420.0,,12.15019666,82.30,18.980139,19.41629,18.451056
Gaia DR2 752673674091348608,5687.0,,11.29292506,88.55,19.32815,19.728996,18.928444
Gaia DR2 756921259308136064,5152.0,,10.19921418,98.05,19.212349,19.55999,18.69185
Gaia DR2 761213821423029632,4886.0,,13.17409656,75.91,19.205902,19.56526,18.698336
Gaia DR2 761336623131952128,6113.0,,13.96360352,71.61,18.13627,18.361181,17.777224
Gaia DR2 762229770166576128,4691.0,,10.70044006,93.45,19.778368,20.431982,19.03566
Gaia DR2 763197172895543168,5013.0,,11.19522022,89.32,19.543047,19.971937,19.017887
Gaia DR2 76501064123487616,5578.0,,10.78250539,92.74,18.809301,19.165041,18.310373
Gaia DR2 767724270288678784,7275.0,,10.46392301,95.57,18.17429,18.318705,17.935163
Gaia DR2 778845108849112704,5779.0,,13.08000728,76.45,18.601835,18.865349,18.127382
Gaia DR2 798742730259141376,7612.0,,16.45331174,60.78,17.397547,17.539402,17.187757
Gaia DR2 79950305114153472,4839.0,,15.09085436,66.27,19.051823,19.638433,18.366987
Gaia DR2 80107603996819584,8328.0,,14.86972411,67.25,17.280327,17.364786,17.11801
Gaia DR2 801407190530270464,5073.0,,12.45559821,80.29,19.419834,19.843914,18.8439
Gaia DR2 810719091945103616,5420.0,,11.85461616,84.36,19.03202,19.426815,18.594324
Gaia DR2 811655223016756608,5173.0,,11.21272811,89.18,19.409367,19.953867,18.82802
Gaia DR2 812109085097488768,9034.0,,18.34289089,54.52,16.202215,16.255507,16.100283
Gaia DR2 812367843990691840,4043.0,,15.30749504,65.33,19.581821,20.292654,18.741673
Gaia DR2 814576110016081920,4564.0,,14.83366388,67.41,19.20566,19.888577,18.552372
Gaia DR2 815084565424733824,4806.0,,11.62722265,86.01,19.548145,20.0265,18.903946
Gaia DR2 818250334278307456,6096.0,,14.50671921,68.93,18.219244,18.487257,17.798906
Gaia DR2 825049851623687296,5984.0,,14.97355036,66.78,18.284899,18.531767,17.919226
Gaia DR2 825112523786586240,5139.0,,10.40880088,96.07,19.332722,19.72811,18.82396
Gaia DR2 82726911276981376,8165.0,,13.42571987,74.48,17.888857,18.005375,17.58505
Gaia DR2 829441717689202816,6084.0,,10.47188255,95.49,19.151703,19.48154,18.764448
Gaia DR2 831390700821235200,4190.0,,16.7884684,59.56,19.46297,20.137255,18.602585
Gaia DR2 834901991204579712,5266.0,,11.30456931,88.46,19.487871,19.919855,19.045424
Gaia DR2 844579995631363712,5227.0,,10.39186739,96.23,19.502779,19.872158,18.99462
Gaia DR2 85008707141970304,6388.0,,11.29118531,88.56,18.906012,19.151257,18.57732
Gaia DR2 850713449448779008,6778.0,,10.10340222,98.98,18.769388,18.95333,18.463926
Gaia DR2 854220964556656768,4933.0,,12.57317113,79.53,19.28533,19.81907,18.666773
Gaia DR2 858651549739624320,7201.0,,16.62968117,60.13,17.372837,17.486238,17.042215
Gaia DR2 867418432688616448,5609.0,,13.98865467,71.49,18.547922,18.92573,18.086271
Gaia DR2 872911150400146176,10372.0,,10.452124,95.67,17.251345,17.292395,17.197153
Gaia DR2 883462953042136576,7907.0,,13.66055754,73.20,17.865572,18.018137,17.620981
Gaia DR2 891234232503511552,4482.0,,18.94613444,52.78,18.850054,19.468733,18.10769
Gaia DR2 896273229870178560,4266.0,,14.10061207,70.92,18.47795,18.78141,18.00785
Gaia DR2 896326002132552320,6972.0,,10.03446931,99.66,18.551813,18.743834,18.263433
Gaia DR2 898473932456801024,8951.0,,11.92073848,83.89,17.391588,17.422113,17.286896
Gaia DR2 902414964384353408,4690.0,,13.85312422,72.19,19.530935,19.828053,19.255865
Gaia DR2 907000821224488832,7228.0,,11.87923021,84.18,17.905931,18.035467,17.677406
Gaia DR2 909928404076399744,6136.0,,13.26425222,75.39,18.50468,18.733534,18.142254
Gaia DR2 912788233820354560,6519.0,,11.41816263,87.58,18.659964,18.828966,18.308285
Gaia DR2 91460813172927488,5992.0,,12.03463256,83.09,18.816216,19.196072,18.429022
Gaia DR2 917707418778058368,5756.0,,13.39888941,74.63,18.60311,18.914059,18.233988
Gaia DR2 91869109943643776,,,10.74914644,93.03,20.050537,20.761053,19.431221
Gaia DR2 919692273490212992,5101.0,,11.67965435,85.62,19.37389,19.760149,18.834085
Gaia DR2 925003537421986304,5015.0,,12.87857228,77.65,19.162426,19.63361,18.519665
Gaia DR2 928440365957680256,5831.0,,11.25277533,88.87,19.034904,19.27939,18.662237
Gaia DR2 929196314561278080,5289.0,,11.69249068,85.52,19.107393,19.468927,18.612667
Gaia DR2 931500512976150400,4695.0,,24.56301644,40.71,18.103443,18.705433,17.414598
Gaia DR2 938351982245743360,8026.0,,15.46402321,64.67,17.21453,17.329165,17.001503
Gaia DR2 940377664917808256,9031.0,,12.10564807,82.61,17.795635,17.897635,17.568375
Gaia DR2 943193338101552512,4980.0,,15.40035571,64.93,18.907627,19.448963,18.326612
Gaia DR2 94616892580412032,5166.0,,13.15078709,76.04,19.099089,19.445913,18.417398
Gaia DR2 950554705888079104,6910.0,,19.04976207,52.49,17.440863,17.639832,17.090254
Gaia DR2 962794469328996736,7322.0,,15.21699195,65.72,17.933119,18.109833,17.679337
Gaia DR2 969467577197535488,9099.0,,10.51924596,95.06,17.79612,17.861443,17.663712
Gaia DR2 969685937630064896,6703.0,,10.37749739,96.36,18.524637,18.796185,18.17978
Gaia DR2 973275770078523520,5991.0,,14.35020049,69.69,18.49369,18.77713,18.067774
Gaia DR2 977441274176008192,4834.0,,13.71631414,72.91,19.119207,19.743551,18.50909
Gaia DR2 98035961426035712,4647.0,,19.01418468,52.59,18.72644,19.094584,18.18626
Gaia DR2 98381792193298176,7046.0,,10.34059096,96.71,18.864565,19.066689,18.65714
Gaia DR2 983979721933760768,4589.0,,27.62292266,36.20,17.939516,18.543798,17.2441
Gaia DR2 988155392218069248,6884.0,,20.80042571,48.08,17.211725,17.415773,16.868422
Gaia DR2 988421680189764224,18101.0,,11.51685057,86.83,17.964653,17.893698,18.135069
Gaia DR2 989184569460903040,6965.0,,13.0864344,76.42,18.289074,18.475916,17.99031
Gaia DR2 990663515679849856,4917.0,,16.59372297,60.26,18.756857,19.299677,18.121073
Gaia DR2 990883830322597376,10331.0,,10.87022017,91.99,17.486923,17.505178,17.475199
Gaia DR2 995133992519893248,7834.0,,12.91465489,77.43,17.930887,18.087576,17.68742
Gaia DR2 997568311263655424,4927.0,,15.92667115,62.79,18.742743,19.189373,18.148396
Gaia DR3 2429392661221943040,5585.0,,10.86,92.08,19.29205,19.5197,18.790672
Gaia DR3 2839231634746334976,5667.0,,10.26,97.47,19.022848,19.275934,18.591568
Gaia DR3 2927580653921907072,4446.0,,-0.311538748,88.24,19.734917,20.450655,18.996742
Gaia DR3 4209104577563403136,7282.0,,10.14527992,98.57,18.802387,19.007933,18.525856
Gaia DR3 4434222200299612416,4802.0,,21.80444665,45.86,18.400084,18.931227,17.62246
Gaia DR3 5503063329178264832,5629.0,,11.3605266,88.02,18.73776,18.988098,18.312384
Gaia DR3 6458700149606803456,7852.0,,12.79929656,78.13,17.653875,17.701778,17.464178
LAWD 34,7096.0,-3.6,81.50828168,12.27,14.239208,14.391698,13.9645605
LAWD 42,5620.0,-3.81,46.79163833,21.37,16.010427,16.336573,15.512099
LEHPM 921,4285.0,,15.3452259,65.17,19.56518,20.166027,18.843498
LHS 1093,4496.0,-4.17,42.4881403,23.54,17.006966,17.594427,16.282398
LHS 1341,4305.0,-4.34,27.45076298,36.43,18.15052,18.819712,17.389555
LHS 1405,4189.0,-4.22,32.30409529,30.96,17.897512,18.58646,17.132019
LHS 1447,6550.0,,12.74321324,78.47,18.342787,18.642548,17.890877
LHS 2068,3740.0,-4.63,38.84366554,25.74,17.92861,18.435408,17.359175
LHS 3088,4346.0,-4.26,32.47346852,30.79,17.769707,18.426853,17.01918
LHS 5040,5191.0,-4.14,24.58720922,40.67,17.954573,18.399073,17.347185
LHS 5138,4462.0,-3.99,19.02557774,52.56,18.224186,18.899607,17.493837
LHS3151,4833.0,-4.11,30.7992629,32.47,17.414299,17.912706,16.746721
LP 213-79,6237.0,-3.68,29.50117918,33.90,16.701662,16.952776,16.298706
LP 239-54,4788.0,-4.11,19.06370906,52.46,17.845476,18.410837,17.166477
LP 240-30,4679.0,-4.09,29.10041001,34.36,16.566309,17.113789,15.881972
LP 267-311,4783.0,-4.12,35.02891389,28.55,17.161282,17.698053,16.486423
LP 324-69,4792.0,-4.14,25.34202173,39.46,17.964537,18.504028,17.307657
LP 349-1,4941.0,-3.99,30.42810641,32.86,17.465195,17.954327,16.833055
LP 355-59,4322.0,-4.23,25.12445212,39.80,17.555838,18.192524,16.797085
LP 369-19,4954.0,-4.06,21.88100695,45.70,18.132582,18.643953,17.490705
LP 374-46,5994.0,-3.63,26.21658072,38.14,16.887842,17.145279,16.471096
LP 375-44,5054.0,-4.06,22.88983246,43.69,17.979048,18.489653,17.360775
LP 376-7,4939.0,,17.69977129,56.50,18.608099,19.11745,17.989
LP 379-55,4577.0,-4.39,20.68558364,48.34,18.59223,19.217398,17.86404
LP 410-52,4730.0,-4.15,35.11484353,28.48,17.229706,17.7791,16.559238
LP 410-67,5441.0,-4.0,31.33719899,31.91,17.042831,17.407246,16.515402
LP 426-17,5712.0,-3.86,32.40049153,30.86,16.602383,16.88985,16.14714
LP 426-51,4659.0,-4.17,21.32210316,46.90,17.73415,18.27154,16.995481
LP 427-50,5290.0,,22.14489554,45.16,18.061655,18.416569,17.53432
LP 428-41,4725.0,-4.11,26.87858436,37.20,17.803139,18.301605,17.157778
LP 448-24,4377.0,-4.15,29.92352085,33.42,18.073305,18.672737,17.328009
LP 462-12,4768.0,-4.12,15.28210539,65.44,17.79761,18.318518,17.136002
LP 488-19,4691.0,-4.01,20.45715802,48.88,17.986877,18.418177,17.40105
LP 606-32,4982.0,-4.02,54.77962133,18.25,16.103315,16.570662,15.471751
LP 70-238,4993.0,-4.55,32.48517063,30.78,18.059563,18.27118,17.823683
LP077-025,7052.0,,16.11340437,62.06,17.45102,17.595509,17.239658
LP077-056,4785.0,,17.75886334,56.31,18.881685,19.379389,18.235437
LP096-065,5161.0,,11.11292464,89.99,19.117601,19.51874,18.6236
LP197-006,4366.0,,20.10556132,49.74,18.971056,19.640087,18.223938
LP402-028,4916.0,,21.74602486,45.99,18.304821,18.853819,17.675676
LP518-035,5057.0,,21.63499776,46.22,18.047697,18.46377,17.465725
LP567-038,4853.0,,21.27592404,47.00,18.273247,18.80431,17.643831
LP642-053,4719.0,,16.37792479,61.06,18.994785,19.507452,18.298538
LP701-069,7362.0,,18.23379434,54.84,17.07304,17.200678,16.82674
LP701-070,4396.0,,18.58187916,53.82,19.028688,19.62657,18.275381
LP707-009,5005.0,,16.76537718,59.65,18.73153,19.188267,18.095379
LP891-012,6809.0,,24.94057105,40.10,16.573624,16.738358,16.282269
LSPM J0327+1729,5036.0,,14.6267445,68.37,19.214008,19.695236,18.643507
LSPM J0828+3131,6042.0,,14.70667493,68.00,18.164854,18.39334,17.794573
LSPM J1228+3300,4580.0,-4.18,19.03049741,52.55,18.011698,18.565523,17.28432
LSPM J1237+1814,9377.0,-2.87,13.75139277,72.72,16.805738,16.860666,16.75897
LSPM J1311+3837S,6311.0,,12.80712256,78.08,18.446632,18.67246,18.099495
LSPM J1317+2157,6085.0,-3.5,31.47932545,31.77,16.691175,16.926226,16.292234
LSPM J1536+3626,6293.0,,13.43093887,74.45,18.188187,18.439314,17.843496
LSPM J2059+5517,4519.0,-4.22,43.95969839,22.75,17.061504,17.64795,16.336828
NLTT 13519,4764.0,-4.17,29.34748348,34.07,17.823603,18.36102,17.16342
NLTT 15285,4949.0,-3.98,24.37023593,41.03,17.91409,18.427082,17.260555
NLTT 22401,4815.0,-4.12,21.67271238,46.14,18.159645,18.71691,17.49707
NLTT 22727,5320.0,-3.9,25.50169802,39.21,17.408157,17.78889,16.8474
NLTT 31612,4964.0,-4.06,22.3376993,44.77,18.077816,18.52344,17.450533
NLTT 45205,5611.0,-4.07,37.26832477,26.83,16.915041,17.269125,16.464087
NLTT 45830,4781.0,-4.05,32.28350023,30.98,17.371132,17.910116,16.71035
NLTT 47202,5156.0,-3.97,32.84377145,30.45,17.034883,17.474192,16.433027
NLTT 49350,8631.0,-3.19,24.18190089,41.35,16.031649,16.12316,15.851628
NLTT 49358,5836.0,-3.77,25.83262188,38.71,17.193369,17.499434,16.730541
NLTT 53229,4929.0,-4.36,24.29410764,41.16,17.79539,18.156778,16.996325
NLTT 57056,6183.0,-3.67,17.48788169,57.18,17.701683,17.926565,17.31697
NLTT 57978,4808.0,-4.08,39.72482767,25.17,16.567934,17.039217,15.936813
NLTT 7194,5032.0,-4.0,37.08735474,26.96,16.964706,17.411915,16.352085
NLTT23818,4550.0,-4.19,14.71349628,67.96,18.511118,19.031832,17.778824
PB 3796,6741.0,,13.6893979,73.05,17.979008,18.16102,17.664165
PG 0156+156,9156.0,-3.29,26.14736658,38.24,15.759198,15.818765,15.643208
PHL 6585,4883.0,,33.02656377,30.28,17.971758,18.472559,17.30565
PM J02238+2055,4366.0,-4.31,25.98620861,38.48,18.16353,18.765604,17.415565
PM J10403+1004,5697.0,-3.76,27.11477238,36.88,17.078417,17.358036,16.63316
